id,scrape_id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_location,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
19256423,20241214212418,2024-12-15,city scrape,Can Fiolet,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Algaida,,39.56465,2.86317,Entire villa,Entire home/apt,5,2,3,3,$309.00,t,0,0,0,0,2024-12-15,20,1,0,2017-07-06,2024-07-14,4.85,4.7,4.85,4.85,4.8,4.55,4.7,f,803
19256574,20241214212418,2024-12-15,city scrape,Can Miquelet,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Alcúdia,,39.81957,3.11551,Entire rental unit,Entire home/apt,6,2,3,4,$343.00,t,16,46,76,300,2024-12-15,17,5,0,2019-05-27,2024-10-31,4.94,4.94,4.82,4.76,4.82,4.88,4.71,t,803
19261097,20241214212418,2024-12-15,city scrape,Aubadellet (can Randa),80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Vilafranc de Bonany,,39.56567,3.13638,Entire villa,Entire home/apt,8,3,4,6,$329.00,t,0,0,0,76,2024-12-15,11,2,0,2017-09-06,2024-10-11,4.73,4.73,4.45,4.82,4.36,4.64,4.45,t,803
19263907,20241214212418,2024-12-15,previous scrape,Villa Marimar. Nice town house with pool in Muro.,80636743,Foravila,2016-06-29,"Sa Pobla, Spain",within an hour,100%,99%,f,151,297,"['email', 'phone']",t,t,"Muro, Majorca / Mallorca, Spain",Muro,,39.72899,3.05855,Entire home,Entire home/apt,8,,4,,,t,0,0,0,0,2024-12-15,6,1,0,2018-06-26,2024-07-27,5,4.83,5,4.83,5,4.67,4.83,t,143
19277663,20241214212418,2024-12-15,city scrape,Casa Maria-Angela   Ganzes Haus,135002761,Maria-Angela,2017-06-14,"Bremen, Germany",N/A,N/A,100%,f,1,1,"['email', 'phone']",t,t,"Artà, Illes Balears, Spain",Artà,,39.69331,3.35097,Entire home,Entire home/apt,4,2,2,2,$120.00,t,21,39,39,217,2024-12-15,23,0,0,2017-08-20,2023-08-19,4.83,4.87,4.78,4.78,5,4.91,4.7,t,1
19279345,20241214212418,2024-12-15,city scrape,Finca Son Comte Venturos,134838904,Miquel,2017-06-13,"Balearic Islands, Spain",within an hour,100%,100%,t,1,3,"['email', 'phone']",t,t,"Manacor, Illes Balears, Spain",Manacor,,39.54852,3.26266,Entire cottage,Entire home/apt,7,3,4,8,$380.00,t,0,0,0,89,2024-12-15,42,7,0,2019-07-27,2024-09-08,4.86,4.74,4.79,4.86,4.95,4.71,4.69,f,1
18854287,20241214212418,2024-12-15,city scrape,Wonderful apartment 100 meters from the beach,122860329,Toni R.,2017-03-27,"Balearic Islands, Spain",within an hour,100%,99%,t,2,3,"['email', 'phone']",t,t,"Can Picafort, Illes Balears, Spain",Santa Margalida,,39.76479,3.15516,Entire condo,Entire home/apt,4,1,2,4,$65.00,t,17,47,63,293,2024-12-15,157,22,1,2018-05-21,2024-11-18,4.84,4.86,4.85,4.96,4.92,4.87,4.76,f,2
18861193,20241214212418,2024-12-15,city scrape,Sestanyol,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Artà,,39.73225,3.26201,Entire home,Entire home/apt,2,1,1,1,$185.00,t,0,0,0,224,2024-12-15,3,1,0,2021-10-12,2024-09-07,4.67,4.67,4.33,5,4.67,5,4.67,t,803
18862401,20241214212418,2024-12-15,city scrape,Casa cerca de la playa,131408431,Cristina,2017-05-22,"Balearic Islands, Spain",within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,,Manacor,,39.5436,3.33923,Entire home,Entire home/apt,4,1,3,3,$80.00,t,17,47,77,226,2024-12-15,108,24,0,2017-06-14,2024-11-03,4.94,5,4.99,4.96,5,4.8,4.85,f,1
18868333,20241214212418,2024-12-15,city scrape,Ca´n  Picafort Near the Sea.,131460681,Cantalina Maria,2017-05-22,"Muro, Spain",within an hour,100%,99%,f,2,3,"['email', 'phone']",t,t,"Can Picafort, Illes Balears, Spain",Santa Margalida,,39.7639,3.1535,Entire rental unit,Entire home/apt,4,1,2,4,$78.00,t,17,47,77,338,2024-12-15,122,17,0,2017-06-20,2024-11-02,4.73,4.79,4.86,4.95,4.91,4.7,4.75,t,2
19159194,20241214212418,2024-12-15,city scrape,Portocristo - Nice apartment with marina’s views,84844889,Aldric,2016-07-20,"Balearic Islands, Spain",N/A,N/A,N/A,f,1,2,"['email', 'phone']",t,t,"Manacor, Illes Balears, Spain",Manacor,,39.54083,3.32996,Entire rental unit,Entire home/apt,6,2,3,4,$140.00,t,28,58,88,363,2024-12-15,37,0,0,2019-04-10,2022-09-18,4.73,4.86,4.59,4.92,4.97,4.86,4.59,t,1
19412127,20241214212418,2024-12-15,city scrape,Can Blau,136083097,Xisca,2017-06-20,"Balearic Islands, Spain",within a few hours,60%,100%,f,1,1,"['email', 'phone']",t,t,"Porto Cristo, Illes Balears, Spain",Manacor,,39.5436,3.34318,Entire home,Entire home/apt,12,4,6,10,$190.00,t,0,0,0,120,2024-12-15,28,10,0,2018-07-07,2024-10-26,4.82,4.89,4.43,4.96,4.89,4.71,4.89,t,1
19421762,20241214212418,2024-12-14,city scrape,Es Rafal De Baix,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Son Servera,,39.65996,3.36468,Entire villa,Entire home/apt,8,3,4,6,$238.00,t,14,44,74,230,2024-12-14,1,0,0,2022-01-03,2022-01-03,5,5,5,5,5,5,5,t,803
19421821,20241214212418,2024-12-15,city scrape,Eden Son Manyo 222,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Sa Pobla,,39.75392,3.02476,Entire villa,Entire home/apt,8,3,4,7,$646.00,t,0,0,14,213,2024-12-15,0,0,0,,,,,,,,,,t,803
19421868,20241214212418,2024-12-15,city scrape,Sa Mata Grossa,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Campanet,,39.76873,2.99053,Entire villa,Entire home/apt,10,5,5,8,$483.00,t,28,58,88,242,2024-12-15,2,0,0,2021-07-20,2021-09-19,5,5,5,5,5,4.5,5,f,803
19421952,20241214212418,2024-12-15,city scrape,Casa Angela,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Capdepera,,39.70198,3.41119,Entire villa,Entire home/apt,8,2,4,5,$386.00,t,0,0,0,95,2024-12-15,4,2,0,2021-08-13,2024-08-27,5,4.75,5,5,5,4.75,5,f,803
19430609,20241214212418,2024-12-15,city scrape,Son Vanrell,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Montuïri,,39.57341,2.96173,Entire villa,Entire home/apt,5,2,3,3,$378.00,t,0,0,0,108,2024-12-15,11,2,0,2018-07-05,2024-09-19,4.82,4.82,4.91,4.55,4.91,4.64,4.55,t,803
18875595,20241214212418,2024-12-15,previous scrape,"AFIA, ""Away From It All""",12605352,Pepe,2014-02-26,"Balearic Islands, Spain",within an hour,100%,99%,f,31,37,"['email', 'phone', 'work_email']",t,t,"Betlem, Illes Balears, Spain",Artà,,39.75398,3.31597,Entire home,Entire home/apt,6,,3,,,t,0,0,0,0,2024-12-15,74,11,0,2017-07-04,2024-10-19,4.58,4.81,4.55,4.77,4.78,4.7,4.29,f,22
18882031,20241214212418,2024-12-15,city scrape,Schöne ruhige Wohnung in Madrid im Erdgeschoss,117404015,Mike,2017-02-21,"Madrid, Spain",N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.55132,2.6015,Entire rental unit,Entire home/apt,3,1,1,2,$114.00,t,30,60,90,365,2024-12-15,0,0,0,,,,,,,,,,f,1
19280060,20241214212418,2024-12-15,city scrape,Casa a 100m de playa Porto Cristo (ETV 2808),135019374,Jaime,2017-06-14,"Balearic Islands, Spain",within an hour,100%,100%,f,1,3,['phone'],f,t,,Manacor,,39.54251,3.33725,Entire home,Entire home/apt,4,2,2,3,$180.00,t,21,51,81,342,2024-12-15,47,7,0,2017-07-15,2024-10-05,4.83,4.89,4.96,4.94,4.85,4.96,4.81,t,1
19285350,20241214212418,2024-12-15,city scrape,"Cozy house in a rustic estate house, full nature",46963621,Rafel,2015-10-19,"Palma, Spain",within an hour,100%,100%,t,2,2,"['email', 'phone']",t,t,"Algaida, Illes Balears, Spain",Algaida,,39.58219,2.87666,Entire home,Entire home/apt,3,1,2,2,$77.00,t,0,1,30,192,2024-12-15,40,8,1,2017-07-13,2024-11-28,4.9,4.9,4.9,4.95,4.98,4.69,4.9,f,2
19288154,20241214212418,2024-12-15,city scrape,Villa del Lago 4 by Interhome,123400600,Miguel - Interhome Group,2017-03-30,Spain,within an hour,100%,96%,f,38,71,"['email', 'phone']",t,t,,Alcúdia,,39.824809,3.114597,Entire home,Entire home/apt,6,2,3,5,$200.00,t,0,0,7,256,2024-12-15,29,7,0,2017-09-05,2024-10-15,4.59,4.59,4.66,4.59,4.41,4.83,4.45,t,38
19288155,20241214212418,2024-12-15,city scrape,Les Mines by Interhome,123400600,Miguel - Interhome Group,2017-03-30,Spain,within an hour,100%,96%,f,38,71,"['email', 'phone']",t,t,,Selva,,39.74466,2.89127,Entire home,Entire home/apt,12,6,7,10,$428.00,t,23,53,83,227,2024-12-15,0,0,0,,,,,,,,,,t,38
19302716,20241214212418,2024-12-15,city scrape,MEDITERRANEAN STYLE FINCA SA MARINETA NOVA,29095214,Bel,2015-03-10,"Manacor, Spain",within a few hours,100%,88%,t,31,43,"['email', 'phone']",t,t,"Manacor, Illes Balears, Spain",Manacor,,39.56216,3.31974,Entire home,Entire home/apt,4,1.5,2,3,$190.00,t,0,0,0,210,2024-12-15,84,15,0,2017-06-26,2024-09-28,4.82,4.83,4.8,4.9,4.94,4.81,4.67,f,30
19306138,20241214212418,2024-12-15,city scrape,Solivelles petit by Interhome,123400600,Miguel - Interhome Group,2017-03-30,Spain,within an hour,100%,96%,f,38,71,"['email', 'phone']",t,t,,Sencelles,,39.67735,2.9056,Entire home,Entire home/apt,4,1,2,4,$166.00,t,9,39,69,184,2024-12-15,0,0,0,,,,,,,,,,t,38
19308723,20241214212418,2024-12-15,city scrape,Townhouse Lleó 72 By homevillas360,117277192,Pep,2017-02-20,"Pollença, Spain",within an hour,95%,99%,t,76,77,"['email', 'phone']",t,t,"Pollença, Illes Balears, Spain",Pollença,,39.88176,3.01571,Entire home,Entire home/apt,4,1.5,2,3,$94.00,t,0,0,0,169,2024-12-15,40,8,0,2017-09-09,2024-09-24,4.85,4.93,4.98,4.98,4.98,4.88,4.68,t,72
19322954,20241214212418,2024-12-15,city scrape,Estudio con vistas al mar en Cala Ratjada,130111527,Laura,2017-05-13,,within an hour,100%,100%,f,4,6,"['email', 'phone']",t,f,"Cala Lliteres, Illes Balears, Spain",Capdepera,,39.7197,3.47016,Entire rental unit,Entire home/apt,3,1,1,2,$90.00,t,21,44,74,349,2024-12-15,135,21,0,2017-07-06,2024-10-27,4.53,4.67,4.27,4.9,4.88,4.77,4.38,t,4
19335758,20241214212418,2024-12-15,city scrape,"can Alba, Fornalutx 5 star, licensed Superhosts",43146937,Richard,2015-09-02,United Kingdom,within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,"Fornalutx, PM, Spain",Fornalutx,,39.78339,2.74287,Entire home,Entire home/apt,2,1.5,1,1,$130.00,t,16,46,76,347,2024-12-15,206,26,1,2017-12-29,2024-11-17,4.87,4.9,4.78,4.89,4.87,4.97,4.73,f,1
19433544,20241214212418,2024-12-15,city scrape,Son Vent Country House,136240804,Cristina,2017-06-21,"Balearic Islands, Spain",within an hour,100%,100%,f,2,10,"['email', 'phone']",t,t,"Binissalem, Illes Balears, Spain",Binissalem,,39.67984,2.8866,Entire villa,Entire home/apt,10,3.5,5,9,$346.00,t,0,0,0,243,2024-12-15,69,8,0,2017-07-12,2024-09-21,4.9,4.9,4.78,4.88,5,4.68,4.84,f,2
19442594,20241214212418,2024-12-15,city scrape,Son Garbi,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Algaida,,39.57234,2.88314,Entire villa,Entire home/apt,2,1,2,3,$272.00,t,0,0,14,76,2024-12-15,6,4,0,2022-10-11,2024-09-14,5,5,5,4.83,5,4.67,4.67,t,803
19443953,20241214212418,2024-12-15,city scrape,Casa Morant on the promenade Mhm - Wifi gratis,136324784,Lloguer I Vacances,2017-06-22,"Balearic Islands, Spain",within an hour,100%,100%,f,7,47,"['phone', 'work_email']",t,t,,Capdepera,,39.70787,3.46029,Entire chalet,Entire home/apt,10,3,5,7,$420.00,t,0,0,0,89,2024-12-15,4,0,0,2018-06-26,2023-07-15,4.5,4,4.25,4.25,4.25,5,4.25,t,6
19443962,20241214212418,2024-12-15,city scrape,"Casa Carol on the rocks Mhm-piscina,A/C,wifi grati",136324784,Lloguer I Vacances,2017-06-22,"Balearic Islands, Spain",within an hour,100%,100%,f,7,47,"['phone', 'work_email']",t,t,,Capdepera,,39.67707,3.45378,Entire chalet,Entire home/apt,6,2,3,6,$456.00,t,0,0,0,171,2024-12-15,15,3,0,2017-12-30,2024-10-05,4.53,4.53,4.47,4.73,4.47,4.73,4.13,t,6
19446345,20241214212418,2024-12-15,city scrape,Nuevo y Bonito Apartamento - 302,134700890,Angela,2017-06-12,"Palma, Spain",within an hour,94%,99%,t,11,13,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.55269,2.61863,Entire rental unit,Entire home/apt,2,1,1,2,$96.00,t,18,18,32,307,2024-12-15,109,26,0,2017-07-22,2024-10-27,4.68,4.76,4.91,4.86,4.78,4.53,4.35,f,11
19451716,20241214212418,2024-12-15,city scrape,Portobello Sea Views by Interhome,123400600,Miguel - Interhome Group,2017-03-30,Spain,within an hour,100%,96%,f,38,71,"['email', 'phone']",t,t,,Alcúdia,,39.83996,3.138052,Entire rental unit,Entire home/apt,5,2,3,4,$154.00,t,7,9,39,266,2024-12-15,0,0,0,,,,,,,,,,t,38
19452521,20241214212418,2024-12-15,city scrape,Chalet para quien le encantan los perros. ETV/7733,136403906,Maria Magdalena,2017-06-22,"Balearic Islands, Spain",within an hour,100%,100%,f,1,1,"['email', 'phone']",t,t,"Manacor, Illes Balears, Spain",Manacor,,39.60912704,3.194928885,Entire chalet,Entire home/apt,6,3,3,5,$400.00,t,0,0,0,77,2024-12-15,28,4,0,2017-08-12,2024-08-17,4.96,5,5,4.93,5,4.75,4.86,f,1
19464207,20241214212418,2024-12-15,previous scrape,Casa Moringa,23240977,Mati,2014-11-02,,within an hour,100%,97%,t,4,6,"['email', 'phone', 'work_email']",t,f,,Artà,,39.68743,3.36974,Entire home,Entire home/apt,8,,4,,,t,0,0,0,0,2024-12-15,21,0,0,2018-04-07,2023-10-01,5,4.95,5,5,5,4.76,4.81,t,4
19343740,20241214212418,2024-12-15,city scrape,Precioso estudio frente al mar,27574429,Javier,2015-02-11,"Balearic Islands, Spain",N/A,N/A,97%,f,1,2,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.55589,2.60599,Entire rental unit,Entire home/apt,2,1,0,1,$70.00,t,0,0,0,22,2024-12-15,88,18,0,2017-07-13,2024-09-23,4.76,4.84,4.78,4.88,4.95,4.69,4.5,f,1
19346910,20241214212418,2024-12-15,city scrape,"""S'Albufera"" - Sa Talaia Blanca - Only adults",132844697,Sa Talaia Blanca Rentals,2017-05-31,"Balearic Islands, Spain",within an hour,80%,100%,f,11,11,"['email', 'phone']",t,t,"Muro, Spain",Muro,,39.75488,3.12083,Entire home,Entire home/apt,6,3,3,4,$290.00,t,0,0,0,225,2024-12-15,36,6,0,2017-08-01,2024-09-10,4.97,4.92,4.92,4.92,4.94,4.83,4.86,t,11
19353638,20241214212418,2024-12-15,city scrape,Finca Son Pusa,135623761,Tobias,2017-06-18,"Frankfurt, Germany",within a few hours,67%,42%,f,1,2,"['email', 'phone']",t,t,,Sant Llorenç des Cardassar,,39.60755,3.32041,Entire home,Entire home/apt,8,2,4,6,$180.00,t,27,57,87,290,2024-12-15,18,3,0,2019-06-30,2024-08-24,4.78,4.89,4.44,5,5,4.89,4.78,f,1
19353809,20241214212418,2024-12-15,city scrape,S'aresta Den Rumbet,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Llucmajor,,39.51275,2.93087,Entire villa,Entire home/apt,6,3,3,4,$289.00,t,0,0,0,163,2024-12-15,27,3,0,2017-07-09,2024-10-26,4.89,4.7,4.93,4.48,4.78,4.54,4.58,f,803
19353874,20241214212418,2024-12-15,city scrape,Sa Marjal,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Muro,,39.76374,3.12111,Entire home,Entire home/apt,3,2,3,3,$228.00,t,0,0,0,107,2024-12-15,19,3,0,2017-07-21,2024-09-28,4.58,4.74,4.58,4.63,4.79,4.79,4.58,t,803
19353890,20241214212418,2024-12-15,city scrape,Eremus,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Valldemossa,,39.71115,2.61566,Entire home,Entire home/apt,6,2,3,5,$325.00,t,0,0,0,132,2024-12-15,37,8,0,2017-07-30,2024-09-30,4.78,4.78,4.78,4.81,4.76,4.89,4.62,t,803
19353974,20241214212418,2024-12-15,city scrape,Sa Corbaia Nova,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Artà,,39.67785,3.36967,Entire villa,Entire home/apt,10,4,5,9,$500.00,t,0,0,15,207,2024-12-15,4,1,0,2022-05-09,2024-05-28,4.25,4.25,3.75,4.75,4.5,4.75,4,t,803
18883812,20241214212418,2024-12-15,city scrape,Family Seafront Villa in Mallorca,131263465,Spain Rentals,2017-05-21,,within an hour,100%,97%,f,17,34,"['email', 'phone']",t,t,"Betlem, Illes Balears, Spain",Artà,,39.7552,3.31408,Entire villa,Entire home/apt,6,0,3,5,$750.00,t,29,59,89,309,2024-12-15,2,0,0,2019-06-23,2021-05-29,3.5,4.5,3.5,4,5,5,3,t,15
18888272,20241214212418,2024-12-15,city scrape,"Seafront villa, amazing view, sand beach, WiFi",131618570,Mikhail,2017-05-23,,within a few hours,100%,100%,f,1,1,['phone'],t,t,"Cala Llombards, Mallorca, Spain",Santanyí,,39.322308,3.141664,Entire villa,Entire home/apt,6,3,3,3,$400.00,t,27,57,87,259,2024-12-15,18,5,0,2017-08-10,2024-08-16,4.89,4.89,4.67,4.94,5,4.89,4.67,f,1
18892181,20241214212418,2024-12-15,city scrape,Can Carles - Stone House,26691437,Taylan & Guille,2015-01-25,"Balearic Islands, Spain",within an hour,95%,97%,t,24,76,"['email', 'phone']",t,t,"Bunyola, Illes Balears, Spain",Bunyola,,39.69737,2.70032,Entire home,Entire home/apt,4,2.5,2,4,$220.00,t,1,1,1,171,2024-12-15,18,5,0,2017-08-10,2024-09-22,4.17,4.5,4.06,4.67,4.61,4.67,4.22,t,22
18892361,20241214212418,2024-12-15,city scrape,Voramar 1 kingbed or 2 single beds,131648101,Charly,2017-05-23,,within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,"Pollença, Illes Balears, Spain",Pollença,,39.90466,3.08084,Entire rental unit,Entire home/apt,3,1,1,2,$65.00,t,11,22,40,257,2024-12-15,296,38,1,2017-06-18,2024-12-02,4.95,4.97,4.94,4.96,4.98,4.93,4.89,t,1
18892455,20241214212418,2024-12-15,city scrape,Que du bonheur ...a  400 m de la plage,131648640,Jean Michel,2017-05-23,"Paris, France",within a day,100%,0%,f,1,1,"['email', 'phone']",t,t,"Muro, Illes Balears, Spain",Muro,,39.81209,3.11069,Entire rental unit,Entire home/apt,5,1,2,4,$82.00,t,0,0,0,14,2024-12-15,49,0,0,2017-06-24,2023-09-23,4.71,4.84,4.41,4.88,4.84,4.82,4.73,f,1
18900981,20241214212418,2024-12-15,city scrape,Finca Sa Vinya 3,87670784,Jörg,2016-08-03,"Bremen, Germany",within a day,100%,83%,t,5,6,"['email', 'phone', 'work_email']",t,t,"Búger, Islas Baleares, Spain",Inca,,39.74087,2.98254,Private room in home,Private room,2,1,1,1,$170.00,t,27,57,87,362,2024-12-15,17,0,0,2017-07-02,2022-08-20,4.35,4.18,3.94,4.31,4.5,4.19,4.19,f,5
18901731,20241214212418,2024-12-15,city scrape,Luxury Sea-View Villa in Southwest,131727493,Dominik,2017-05-24,"Königstein im Taunus, Germany",within an hour,100%,70%,t,1,1,"['email', 'phone', 'work_email']",t,t,"Gènova, Illes Balears, Spain",Palma de Mallorca,,39.56071,2.59417,Entire villa,Entire home/apt,8,4,6,7,"$1,211.00",t,30,60,90,357,2024-12-15,41,8,0,2017-09-01,2024-09-01,4.95,4.88,4.83,4.88,5,4.66,4.71,f,1
19464850,20241214212418,2024-12-15,city scrape,Villa Gloria,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Llucmajor,,39.36443,2.83853,Entire villa,Entire home/apt,8,4,4,6,$761.00,t,0,0,0,184,2024-12-15,25,10,0,2018-04-23,2024-11-02,4.72,4.8,4.84,4.92,4.76,4.72,4.6,f,803
19465132,20241214212418,2024-12-15,city scrape,Stunning luxury villa in Pollensa,14399628,Binimarina Real Estate,2014-04-17,"Balearic Islands, Spain",a few days or more,10%,0%,f,18,107,"['email', 'phone']",t,t,,Pollença,,39.86891,2.95214,Entire villa,Entire home/apt,8,3,4,7,$739.00,t,29,59,89,364,2024-12-15,1,0,0,2017-08-13,2017-08-13,1,2,1,1,1,4,1,f,15
19466040,20241214212418,2024-12-15,city scrape,Finca Son Pou,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Palma de Mallorca,,39.56949,2.80206,Entire villa,Entire home/apt,12,8,6,8,$731.00,t,0,0,19,152,2024-12-15,12,2,0,2018-06-16,2024-07-05,4.33,4.42,4.42,4.42,4,3.83,4.08,f,803
19467636,20241214212418,2024-12-15,city scrape,SA LLUNA ( vistas a la sierra de tramuntana),61234388,Francisca,2016-03-02,Spain,within a few hours,100%,100%,f,1,1,"['email', 'phone']",t,t,"Campanet, Illes Balears, Spain",Campanet,,39.7792,2.95831,Entire townhouse,Entire home/apt,6,2,3,5,$94.00,t,13,13,13,64,2024-12-15,32,2,0,2017-08-13,2024-06-30,4.88,4.91,4.91,4.97,4.88,4.53,4.72,t,1
19484624,20241214212418,2024-12-15,city scrape,Haus Jasmin auf der Finca Son Salvanet,124362079,Beate,2017-04-05,"Valldemossa, Spain",within an hour,100%,99%,t,5,5,"['email', 'phone']",t,t,"Valldemossa, Illes Balears, Spain",Valldemossa,,39.70816,2.62649,Entire home,Entire home/apt,5,2,3,5,$109.00,t,1,20,42,220,2024-12-15,108,19,0,2017-07-15,2024-09-30,4.9,4.94,4.94,4.87,4.93,4.94,4.87,t,5
19487042,20241214212418,2024-12-15,city scrape,Fresh & bright modern townhouse ALOY ETV/12460,136775402,Richard,2017-06-24,"Pollença, Spain",within an hour,100%,100%,t,2,2,"['email', 'phone']",t,t,"Pollença, Mallorca, Spain",Pollença,,39.87726,3.01431,Entire townhouse,Entire home/apt,5,2,3,4,$175.00,t,19,46,76,336,2024-12-15,122,14,0,2017-07-10,2024-11-12,4.95,4.98,4.94,4.89,4.98,4.95,4.9,t,2
19512307,20241214212418,2024-12-15,city scrape,Villa Maioris,102986764,Portic,2016-11-08,"Palma, Spain",within a day,83%,99%,f,50,52,"['email', 'phone']",t,t,,Llucmajor,,39.45128,2.75329,Entire villa,Entire home/apt,8,2.5,4,7,$317.00,t,25,55,85,298,2024-12-15,67,8,0,2017-07-28,2024-09-30,4.28,4.27,4.42,4.73,4.52,4.18,4.15,t,49
19526123,20241214212418,2024-12-15,city scrape,Great and quiet finca with pool and garden,104655996,Cristina,2016-11-21,,within an hour,100%,99%,,170,416,"['email', 'phone']",t,t,,Sa Pobla,,39.77993,3.0618,Entire villa,Entire home/apt,6,2,3,4,$90.00,t,0,0,0,14,2024-12-15,6,0,0,2017-09-08,2023-08-03,4.83,5,5,5,5,4.5,4.67,t,81
19354994,20241214212418,2024-12-15,city scrape,Eco Villa with amazing views,135638052,Laura,2017-06-18,"Madrid, Spain",within an hour,100%,100%,f,1,1,"['email', 'phone']",t,t,"Pollença, Illes Balears, Spain",Pollença,,39.89849,3.07232,Entire villa,Entire home/apt,10,5,4,8,$325.00,t,0,0,0,172,2024-12-15,35,8,0,2018-04-07,2024-11-02,4.51,4.66,4.43,4.83,4.89,4.71,4.29,f,1
19369355,20241214212418,2024-12-15,city scrape,300qm Ferienvilla mit Turm - nur 15m bis zum Meer!,3062473,Robin,2012-07-26,"Berlin, Germany",within a day,97%,93%,f,4,6,"['email', 'phone']",t,t,"Mallorca , Cala Santanyi, Spain",Santanyí,,39.329178,3.148185,Entire home,Entire home/apt,8,2.5,4,6,$176.00,t,15,39,69,331,2024-12-15,75,26,0,2020-08-03,2024-11-02,4.83,4.84,4.61,4.83,4.71,4.96,4.67,f,1
19373220,20241214212418,2024-12-15,city scrape,Can Salat,135797374,Bellmon Real Estate Agency,2017-06-19,"Balearic Islands, Spain",within an hour,100%,100%,f,10,59,"['email', 'phone']",t,t,,Selva,,39.73589,2.90887,Entire villa,Entire home/apt,6,3,3,4,$215.00,t,10,10,10,143,2024-12-15,22,7,0,2019-04-19,2024-10-31,5,4.91,4.73,5,4.91,4.86,4.73,t,9
19373224,20241214212418,2024-12-15,city scrape,Apartamento Es Pinaret Can Tomeu,135797374,Bellmon Real Estate Agency,2017-06-19,"Balearic Islands, Spain",within an hour,100%,100%,f,10,59,"['email', 'phone']",t,t,,Pollença,,39.90092,3.07703,Entire rental unit,Entire home/apt,6,2,3,5,$162.00,t,0,0,0,214,2024-12-15,7,4,0,2022-09-15,2024-09-29,5,5,5,4.86,5,5,5,t,9
19373226,20241214212418,2024-12-15,city scrape,Chalet Hibiscus,135797374,Bellmon Real Estate Agency,2017-06-19,"Balearic Islands, Spain",within an hour,100%,100%,f,10,59,"['email', 'phone']",t,t,,Pollença,,39.8998,3.07905,Entire villa,Entire home/apt,6,2,3,5,$205.00,t,0,0,0,113,2024-12-15,2,0,0,2022-07-09,2023-07-25,5,5,5,5,4.5,5,4.5,t,9
19373231,20241214212418,2024-12-15,city scrape,Finca Alcina,135797374,Bellmon Real Estate Agency,2017-06-19,"Balearic Islands, Spain",within an hour,100%,100%,f,10,59,"['email', 'phone']",t,t,,Selva,,39.74001,2.9329,Entire villa,Entire home/apt,8,3,4,5,$448.00,t,0,0,0,180,2024-12-15,0,0,0,,,,,,,,,,t,9
